Báo CáoQuảng cáo Tìm Kiếm Sản Phẩm - Shopee Việt Nam,,,,,,,,,,,,,,,,,,,,,,,
Tên đăng nhập:,tovasa_store,,,,,,,,,,,,,,,,,,,,,,
Thời gian tạo báo cáo:,23/05/2022 9:04,,,,,,,,,,,,,,,,,,,,,,
Khoảng thời gian,01/05/2022 - 22/05/2022,,,,,,,,,,,,,,,,,,,,,,
Sản phẩm,Giày cao cổ bé trai bé gái bốt đẹp cho bé KIKNE JDA151,,,,,,,,,,,,,,,,,,,,,,
Trạng thái:,Đang chạy,,,,,,,,,,,,,,,,,,,,,,
Mã Người bán,"145598609	",,,,,,,,,,,,,,,,,,,,,,
Mã sản phẩm,"8780736071	",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Thứ tự,Từ khóa,Trạng thái,Loại từ khóa,Lệnh tìm kiếm,Số lượt xem,Số lượt click,Tỷ Lệ Click,Lượt chuyển đổi,Lượt chuyển đổi trực tiếp,Tỷ lệ chuyển đổi,Tỷ lệ chuyển đổi trực tiếp,Chi phí cho mỗi lượt chuyển đổi,Chi phí cho mỗi lượt chuyển đổi trực tiếp,Sản phẩm đã bán,Sản phẩm đã bán trực tiếp,GMV,GMV trực tiếp,Chi phí,Thứ hạng trung bình,Doanh Thu/Chi Phí,ROI trực tiếp,CIR,CIR trực tiếp
"310	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày trẻ em gái,15,1,6.67%,0,0,0.00%,0.00%,0,0,0,0,0,0,951,2.266666667,0,0,0.00%,0.00%
"311	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giày mùa hè bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,10,0,0,0.00%,0.00%
"312	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giầy thể thao bé trai,3,1,33.33%,0,0,0.00%,0.00%,0,0,0,0,0,0,476,20,0,0,0.00%,0.00%
"313	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày converse cho bé,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"314	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giày cho bé trai,907,78,8.60%,1,1,1.28%,1.28%,33294,33294,1,1,189000,189000,33294,2.605292172,5,5,0.00%,0.00%
"315	",giày jordan cho bé trai,thông thường,Từ khóa mở rộng,giày bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,34,0,0,0.00%,0.00%
"316	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày mầu trắng cho bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,10,0,0,0.00%,0.00%
"317	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giầy n,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"318	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giầy hm auth bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"319	",giày jordan cho bé trai,thông thường,Từ khóa mở rộng,giày,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5.75,0,0,0.00%,0.00%
"320	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày be trai sandan,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,26,0,0,0.00%,0.00%
"321	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giày  thể thao bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"322	",giày thể thao cho bé trai,thông thường,Từ khóa chính xác,giày thể thao cho be trai,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"323	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày native cho bé,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2.666666667,0,0,0.00%,0.00%
"324	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giày bốt len bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"325	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày bé trai 2 tuổi,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,23.33333333,0,0,0.00%,0.00%
"326	",giày jordan cho bé trai,thông thường,Từ khóa mở rộng,dép em bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,20,0,0,0.00%,0.00%
"327	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày thể thao bé gái 3 tuổi,9,2,22.22%,0,0,0.00%,0.00%,0,0,0,0,0,0,839,3.777777778,0,0,0.00%,0.00%
"328	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày size 42,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"329	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày dép bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,13,0,0,0.00%,0.00%
"330	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày thể thao trẻ em,16,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,14.5,0,0,0.00%,0.00%
"331	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày em bé có kèn,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,4,0,0,0.00%,0.00%
"332	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giay cho bé trai,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"333	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày Cho Bé Trai,12,1,8.33%,0,0,0.00%,0.00%,0,0,0,0,0,0,463,2.166666667,0,0,0.00%,0.00%
"334	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giầy cao cổ bé trai,8,1,12.50%,0,0,0.00%,0.00%,0,0,0,0,0,0,957,1.375,0,0,0.00%,0.00%
"335	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày thế thao cao cổ,1,1,100.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,976,5,0,0,0.00%,0.00%
"336	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày Thê Thao Cho Bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"337	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày boot da lộn cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"338	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày dép cho bé trai,5,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,4.2,0,0,0.00%,0.00%
"339	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày thun bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"340	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày cho tre em,2,1,50.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,466,8,0,0,0.00%,0.00%
"341	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày bánh xe,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,4,0,0,0.00%,0.00%
"342	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giay vai cho be,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"343	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày hm bé gái,7,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,20.71428571,0,0,0.00%,0.00%
"344	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày sneaker cho bé gái 1 tuổi,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"345	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày em bé,19,1,5.26%,0,0,0.00%,0.00%,0,0,0,0,0,0,479,10.78947368,0,0,0.00%,0.00%
"346	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày êm chun bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%
"347	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Sneaker bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,16,0,0,0.00%,0.00%
"348	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày vans cho bé,2,1,50.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,950,3.5,0,0,0.00%,0.00%
"349	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày bé trai hm,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3.5,0,0,0.00%,0.00%
"350	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày into,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"351	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày gucci cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,17,0,0,0.00%,0.00%
"352	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày cao gót bé gái,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"353	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giầy bata cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,8,0,0,0.00%,0.00%
"354	",giầy cho bé gái,thông thường,Từ khóa chính xác,giay cho bé gai,14,1,7.14%,0,0,0.00%,0.00%,0,0,0,0,0,0,812,1.071428571,0,0,0.00%,0.00%
"355	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày có đèn cho bé trai,14,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,11.85714286,0,0,0.00%,0.00%
"356	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giày lười bé trai 2 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,9,0,0,0.00%,0.00%
"357	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giay the thao bé gái,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%
"358	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày N,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,21,0,0,0.00%,0.00%
"359	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày thể thao mùa hè cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"360	",giày cho bé gái,thông thường,Từ khóa chính xác,giầy cho be gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"361	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giay tap đi cho be,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,65,0,0,0.00%,0.00%
"362	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,joden cổ cao,5,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2.6,0,0,0.00%,0.00%
"363	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày trẻ con,16,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,6.375,0,0,0.00%,0.00%
"364	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giày cho bé trai,20,1,5.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,444,3.45,0,0,0.00%,0.00%
"365	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày cho bé trai có đèn,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,14.5,0,0,0.00%,0.00%
"366	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày sieu nhan cho bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,6,0,0,0.00%,0.00%
"367	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giày the thao be gái,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.666666667,0,0,0.00%,0.00%
"368	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giày thể thao 8 tuoi,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.333333333,0,0,0.00%,0.00%
"369	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày em bé,9,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,10.33333333,0,0,0.00%,0.00%
"370	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giay bé gái 9 tuổi,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,38.5,0,0,0.00%,0.00%
"371	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày thể thao màu trắng cho bé,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"372	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày cao gót bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,4,0,0,0.00%,0.00%
"373	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giày thể thao cho bé gái 2 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"374	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày bốt cho bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,16,0,0,0.00%,0.00%
"375	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày trẻ em,13,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,16,0,0,0.00%,0.00%
"376	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giày thê thao bé gái,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1.25,0,0,0.00%,0.00%
"377	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giày thể thao bé gái 12 tuổi,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,9.5,0,0,0.00%,0.00%
"378	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày thể thao cho bé gái 3 tuổi,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1.666666667,0,0,0.00%,0.00%
"379	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giày Cho Bé Gái 6 Tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,70,0,0,0.00%,0.00%
"380	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giầy cao cổ bé gái,6,4,66.67%,0,0,0.00%,0.00%,0,0,0,0,0,0,1596,0,0,0,0.00%,0.00%
"381	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày crocs,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,22.75,0,0,0.00%,0.00%
"382	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày mlb bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"383	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giầy mùa hè cho bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,6,0,0,0.00%,0.00%
"384	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giay the thao be,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"385	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giày có đèn,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,4,0,0,0.00%,0.00%
"386	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày thể thao cho bé trai 12 tuổi,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1.5,0,0,0.00%,0.00%
"387	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giay be trai 1 tuoi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,19,0,0,0.00%,0.00%
"388	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày the thao cho bé gái 8 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%
"389	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày cho bé trai có đèn,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,37,0,0,0.00%,0.00%
"390	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày thê thao cho bé,3,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"391	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày kid,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"392	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày thể thao cho bé trai 1 tuổi,79,12,15.19%,0,0,0.00%,0.00%,0,0,0,0,0,0,4960,1.164556962,0,0,0.00%,0.00%
"393	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giày cao cổ cho bé trai 8 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"394	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày cao cổ cho bé trai,7,1,14.29%,0,0,0.00%,0.00%,0,0,0,0,0,0,850,13.85714286,0,0,0.00%,0.00%
"395	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày thể thao,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"396	",giầy cho bé gái,thông thường,Từ khóa chính xác,Giày cho bé  gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"397	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giầy thể thao bé gái 1 tuổi,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5.5,0,0,0.00%,0.00%
"398	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày jodan,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,8,0,0,0.00%,0.00%
"399	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giày thể thao  bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"400	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giày thể thao,13,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3.307692308,0,0,0.00%,0.00%
"401	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày chi bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,6,0,0,0.00%,0.00%
"402	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày bé trai 5 tuổi,64,2,3.12%,0,0,0.00%,0.00%,0,0,0,0,0,0,932,6.84375,0,0,0.00%,0.00%
"403	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày thể thao cho bé,2,1,50.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,465,4.5,0,0,0.00%,0.00%
"404	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giày thể thao 40 tuổi,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"405	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giày cho bà bầu,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"406	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày bốt cổ cao cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"407	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giày 10 cm,5,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,2.4,0,0,0.00%,0.00%
"408	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày cho bé trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"409	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giay thê thao cho bé gái 10 tuổi,3,1,33.33%,0,0,0.00%,0.00%,0,0,0,0,0,0,427,0.333333333,0,0,0.00%,0.00%
"410	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giày bốt cổ cao,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,7.25,0,0,0.00%,0.00%
"411	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày cho thú cưng đi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,17,0,0,0.00%,0.00%
"412	",giày thể thao cho bé trai,thông thường,Từ khóa chính xác,Giấy thế thao cho be trai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"413	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày vải cho be,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"414	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày thể thao bé gái 7 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,13,0,0,0.00%,0.00%
"415	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giầy cao gót bé gai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,28,0,0,0.00%,0.00%
"416	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,Giày đi làm,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%
"417	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày thể thao cổ cao,5,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5.2,0,0,0.00%,0.00%
"418	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giay cao cổ be trai,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5.5,0,0,0.00%,0.00%
"419	",giày cho bé gái,thông thường,Từ khóa chính xác,Giấy cho be gai,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"420	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giầy lười trẻ em,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,9,0,0,0.00%,0.00%
"421	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày tập đi,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,22,0,0,0.00%,0.00%
"422	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày mua hè cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"423	",giày jordan cho bé,thông thường,Từ khóa mở rộng,Giày converse cho bé,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,7,0,0,0.00%,0.00%
"424	",giày jordan cho bé trai,thông thường,Từ khóa mở rộng,giày jordan cổ cao bé trai,3,1,33.33%,0,0,0.00%,0.00%,0,0,0,0,0,0,531,1.666666667,0,0,0.00%,0.00%
"425	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,giay tre em,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,90,0,0,0.00%,0.00%
"426	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giầy thể thao cho bé trai 11 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"427	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày Cổ Cao Cho Bé,1,1,100.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,448,1,0,0,0.00%,0.00%
"428	",giày jordan cho bé,thông thường,Từ khóa mở rộng,Giầy adidas auth cho bé,3,1,33.33%,0,0,0.00%,0.00%,0,0,0,0,0,0,357,2,0,0,0.00%,0.00%
"429	",giầy cho bé gái,thông thường,Từ khóa chính xác,Giầy cho bé  gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"430	",giày jordan cho bé trai,thông thường,Từ khóa mở rộng,giày nike cổ cao sale,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,8,0,0,0.00%,0.00%
"431	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày thể thao bé gái siêu cấp,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%
"432	",giày cao cổ bé gái,thông thường,Từ khóa mở rộng,giày thể thao bé gái 10 tuổi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%
"433	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Giay be trai 5 tuoi,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,6,0,0,0.00%,0.00%
"434	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giầy thể thao trẻ em,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5.5,0,0,0.00%,0.00%
"435	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày cho bé có đèn,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"436	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,giày cho bé sơ sinh,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,15,0,0,0.00%,0.00%
"437	",giày cao cổ cho bé,thông thường,Từ khóa mở rộng,Giày 13 cm,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"438	",giầy cho bé trai,thông thường,Từ khóa mở rộng,Đep cho be,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%
"439	",giầy cho bé gái,thông thường,Từ khóa chính xác,Giây cho bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,9,0,0,0.00%,0.00%
"440	",giày thể thao cho bé trai,thông thường,Từ khóa chính xác,Giày thể thao Cho Bé Trai,2,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,7,0,0,0.00%,0.00%
"441	",giày cao cổ bé trai,thông thường,Từ khóa mở rộng,Giay thể thao,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"442	",giày cho bé gái,thông thường,Từ khóa chính xác,giày cho bé gái ,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%
"443	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giày cho bé gái 1 tuổi,4,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,25.75,0,0,0.00%,0.00%
"444	",giày thể thao bé gái,thông thường,Từ khóa chính xác,giầy the thao  bé gái,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
"445	",giầy cho bé trai,thông thường,Từ khóa mở rộng,giay baby,1,0,0.00%,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%
